InChIKey,smiles_canon,LogS,occurence
KLIWBPMQXVJEAN-UHFFFAOYSA-N,CCc1ccccc1OCC(O)CO,-2.251408128,1.0
WUWWFJGGMGKQML-UHFFFAOYSA-N,CCc1ccc(OCC(O)CO)cc1,-2.251408128,1.0
JCLWQYMAWWJMSX-UHFFFAOYSA-N,CCc1cccc(OCC(O)CO)c1,-2.251408128,1.0
AWOGXJOBNAWQSF-UHFFFAOYSA-N,CC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-2.25103727,1.0
VXJABHHJLXLNMP-UHFFFAOYSA-N,CCCNC(C)(C)COC(=O)c1ccccc1,-2.248800835,1.0
ZXSGQNYQJIUMQN-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1ccccc1.Cl,-2.248648952,1.0
XFUAUNXVZYEABH-UHFFFAOYSA-N,Cl.OC1c2ccccc2CCc2ccncc21,-2.247836542,1.0
OVGORFFCBUIFIA-UHFFFAOYSA-N,CCCCC(O)c1ccccc1,-2.246503763,1.0
RBZIGQJSMCOHSS-UHFFFAOYSA-N,CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,-2.246475757,1.0
YXVCLPJQTZXJLH-UHFFFAOYSA-N,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1.[Cl-],-2.246338188,1.0
STHZIWWZUMRBQV-UHFFFAOYSA-N,CCN(CC)C(=O)c1nnn(-c2ccc(N)cc2)c1C.Cl,-2.245565942,1.0
LJAQABDSIONCIU-QALYCTJVSA-N,Br.Oc1ccc2c(c1)C13CCCCC1C(C2)NCC3,-2.241383099,1.0
IANQTJSKSUMEQM-UHFFFAOYSA-N,c1ccc2occc2c1,-2.241148892,1.0
JAUBBHIDNRDRIK-UHFFFAOYSA-N,Cl.NC(CS)=NCC12CC3CC(CC(C3)C1)C2,-2.24044025,1.0
LLAFVHXEICRNDX-UHFFFAOYSA-L,[Br-].[Br-].c1cc[n+](CCC[n+]2ccc3ccccc3c2)cc1,-2.240033911,1.0
MFPLUSZGRGRXTL-JOZOFPPJSA-N,Cl.Cl.O=C(CN1CCNCC1)NN=Cc1ccc([N+](=O)[O-])o1,-2.239603663,1.0
CEJGGHKJHDHLAZ-UHFFFAOYSA-M,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],-2.239092696,1.0
OAPDPORYXWQVJE-UHFFFAOYSA-N,CCCc1ccc(N)cc1,-2.237913179,1.0
WPXOLBJHNULPQA-UHFFFAOYSA-N,CCCC(=O)c1ccccc1OCC(O)CO,-2.237213973,1.0
OJSIHOCBTHOQJA-UHFFFAOYSA-N,CCCC(=O)c1ccc(OCC(O)CO)cc1,-2.237213973,1.0
LMRGURFWGRDIIQ-UHFFFAOYSA-N,O=C(CN1CCCC1)NCc1ccccc1,-2.23662003,1.0
MXUNKHLAEDCYJL-UHFFFAOYSA-N,Cc1cccc(N2CC(CO)OC2=O)c1,-2.236546064,1.0
GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(c2ccccc2)NC(=O)N(C)C1=O,-2.236189577,1.0
ZDYMIDKNTKMLQP-UHFFFAOYSA-N,Cl.O=C(CCNCc1ccccc1)c1ccccc1O,-2.234599141,1.0
HOBWAPHTEJGALG-JKCMADFCSA-N,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=S(=O)(O)O,-2.234537574,1.0
DGMPVYSXXIOGJY-UHFFFAOYSA-N,CCCCc1ccc(C(=O)O)nc1,-2.232194726,1.0
YIKHDPHTFYWYJV-GQCTYLIASA-N,COc1ccc(C=CC(=O)O)c(OC)c1,-2.232148011,1.0
YTIJUXVIZLYQTB-UHFFFAOYSA-N,CN=C(NCc1ccccc1)[NH2+]C.CN=C(NCc1ccccc1)[NH2+]C.O=S(=O)([O-])[O-],-2.230807973,1.0
JTVVOOSCIQPAQH-UHFFFAOYSA-N,CC(=O)Oc1c(C(N)=O)cccc1-c1ccccc1,-2.228027918,1.0
FPGUWEPNTKKYLI-UHFFFAOYSA-N,C[NH+](C)CCC1(c2ccccc2)C(=O)Oc2ccccc21.[Cl-],-2.228013795,1.0
PRBZWMUOQVJJMD-UHFFFAOYSA-M,O=C1C(Cl)=CC(=Nc2ccc([O-])c(Cl)c2)C=C1Cl.[Na+],-2.227936224,1.0
OVTCEDCBXAYKQZ-UHFFFAOYSA-N,CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,-2.227300197,1.0
SOBYBGYFETUFEY-UHFFFAOYSA-N,CNC(=O)c1cc(Br)ccc1OCCO,-2.225743629,1.0
DNEJXIPLCRHMSL-UHFFFAOYSA-N,NC1=Nc2ccc(Cl)cc2N(c2ccccc2)C(=O)C1,-2.225508425,1.0
WRHGKVNXGAUMGD-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1ncco1,-2.225140471,1.0
NVYCAPIKGLKFOG-UHFFFAOYSA-M,C[N+]1(CCCN2CC3CCCC(C3)C2)CCCC1.[I-],-2.223776128,1.0
RISOHYOEPYWKOB-UHFFFAOYSA-N,Cc1n[nH]c(C)c1Br,-2.221920737,1.0
PZABEXWNZYLYEY-UHFFFAOYSA-N,CCN(CC)CCOCCCOC(=O)c1ccc(N)cc1,-2.220957149,1.0
BXENNERVHQAIAY-UHFFFAOYSA-N,CCN(CC)CCCC(=O)c1ccccc1,-2.220520147,1.0
TWCFVUDIMLCADK-UHFFFAOYSA-N,CN(C)CCN1C(=O)CCCc2ccccc21,-2.219971649,1.0
YFUWSMRQAKOQQG-UHFFFAOYSA-N,Cc1ccc(CN=C(N)CSS(=O)(=O)O)s1,-2.219852582,1.0
OMPLHFKUSGGZFF-UHFFFAOYSA-N,COc1ccc(C(CO)C(=O)OC2CC3CCC(C2)N3C)cc1,-2.218778963,1.0
DFQICHCWIIJABH-UHFFFAOYSA-N,Oc1ccc2ccc(O)cc2c1,-2.218531818,1.0
BBQDLDVSEDAYAA-AATRIKPKSA-N,O=C(O)C=Cc1ccccc1[N+](=O)[O-],-2.217726838,1.0
KVZYKZBYZVKXNI-STOWLHSFSA-N,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2.CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,-2.214808199,1.0
KJUHIXIWKSVBKB-UHFFFAOYSA-N,Cc1ccccc1-n1c(C)nc2ccccc2c1=O.Cl,-2.214479009,1.0
ZOZABKCYUYXXRS-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2c(c1)CONC2,-2.214272896,1.0
HMNHFUHYPNQIMA-UHFFFAOYSA-N,CC(C)CN(CCCl)CCCl.Cl,-2.211945152,1.0
SIQPXVQCUCHWDI-UHFFFAOYSA-N,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,-2.209416624,1.0
NRGHCWQGTHPFTE-FVWCLLPLSA-N,Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,-2.209112505,1.0
XYGSFNHCFFAJPO-UHFFFAOYSA-N,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,-2.20821378,1.0
DFOBXZFAOORPAD-UHFFFAOYSA-N,COc1ccc(CCNC(=O)c2ccc(C#CC(C)(C)O)cc2)cc1OC,-2.203464518,1.0
XOVJAYNMQDTIJD-UHFFFAOYSA-N,C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O,-2.198840666,1.0
WLRMANUAADYWEA-NWASOUNVSA-N,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1.O=C(O)C=CC(=O)O,-2.198227516,1.0
VJJPTBBOPNGSRR-UHFFFAOYSA-N,O=C(O)COc1ccc2c(c1)CCC2,-2.198137728,1.0
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CCN(CC)c1cc(C)nc2ncnn12,-2.198037607,1.0
JBOPQACSHPPKEP-UHFFFAOYSA-N,CC(=O)Oc1c[nH]c2ccccc12,-2.195837681,1.0
INOVPKZAEASFME-UHFFFAOYSA-N,CC(C)NC(=O)c1ccccc1,-2.195740034,1.0
XIFVTSIIYVGRHJ-UHFFFAOYSA-N,CNc1nc(N(C)C)nc(N(C)C)n1,-2.195570059,1.0
VJSZGADWCZOKOK-UHFFFAOYSA-N,COc1cccc(Cc2cnc(N)nc2N)c1,-2.195513191,1.0
NFLLKCVHYJRNRH-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,-2.194948881,1.0
QEFCQWMDQYETNH-FCVRUTMISA-N,CC(=O)[O-].C[NH2+]CC(=O)NN=Cc1ccc([N+](=O)[O-])o1,-2.194285287,1.0
YJZJEQBSODVMTH-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NCCO,-2.194118202,1.0
LMTOFAYSICBYRU-UHFFFAOYSA-N,Nc1nc2c(Cl)cccc2o1,-2.193382294,1.0
ZNJCQBBJHFLQAG-UHFFFAOYSA-N,Nc1nc2cccc(Cl)c2o1,-2.193382294,1.0
CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(C(=O)NC(C)C)cc1,-2.193313033,1.0
NFDNQGGQNTZYFP-UHFFFAOYSA-N,CN(C)CCCC1(O)OC(C)(C)c2ccccc21.O=C(O)C(=O)O,-2.192239989,1.0
XOKJUSAYZUAMGJ-WOUKDFQISA-N,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,-2.190595695,1.0
VCOQVAJFXPHUAM-UHFFFAOYSA-N,CC(=O)N(C)c1ccccc1C(=O)O,-2.190493576,1.0
KVUAALJSMIVURS-ZEDZUCNESA-L,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],-2.187714347,1.0
ZEAJXCPGHPJVNP-UHFFFAOYSA-N,OC(CNc1ccccn1)c1ccccc1,-2.186071918,1.0
XAMZAUGUBOIFKY-UHFFFAOYSA-N,Cc1c(N(C)C)c(=O)[nH]c(=O)n1-c1ccccc1,-2.185274347,1.0
ODLUTVBIDGJWAA-UHFFFAOYSA-N,O=C(Nc1nn[nH]n1)c1ccc([N+](=O)[O-])cc1,-2.184849098,1.0
HCBHQDKBSKYGCK-UHFFFAOYSA-N,Cc1cccc(C)c1C(=O)O,-2.184624633,1.0
XVAOJFFCAQNGJF-UHFFFAOYSA-L,CCCC[Hg]OC(=O)C[S-].[Na+],-2.183526436,1.0
TYIYSVLVQMZJDR-UHFFFAOYSA-N,CCCN1C(=O)Cc2ccccc2S1(=O)=O,-2.183023082,1.0
CAMYKONBWHRPDD-UHFFFAOYSA-N,NC(=O)OCCCc1ccccc1,-2.182607563,1.0
KIZLMJCPUZAQPU-UHFFFAOYSA-N,COc1c(C)cc(CC(C)N)cc1C.Cl,-2.182274792,1.0
VSDRAVPZXXXJDG-UHFFFAOYSA-N,CCCCSc1ncnc2nc[nH]c12,-2.181933257,1.0
ZEOBTWIUYHOVNR-UHFFFAOYSA-N,[Cl-].[NH3+]c1ccc2c(c1)C(=O)NC(CCCl)O2,-2.179601328,1.0
XIROGEVVNHGHFZ-UHFFFAOYSA-N,Cl.O=C(CCN1CCCCC1)c1ccccc1,-2.179130998,1.0
IOYQQPACAXCJIN-UHFFFAOYSA-N,CC(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-2.177179321,1.0
NMTMZLCCIHLJED-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCOc1ccc(Br)cn1,-2.17585573,1.0
NOWADDNUCMOPLH-UHFFFAOYSA-N,O=CNc1ccc(S(=O)(=O)c2ccc(NC=O)cc2)cc1,-2.175834472,1.0
GUAFOGOEJLSQBT-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1OC,-2.174403277,1.0
RUOPAUDVYRHXDB-UHFFFAOYSA-N,CC(=O)c1c(O)cccc1OCC(O)COc1cccc(O)c1C(C)=O,-2.172923623,1.0
OKBFCOHJPXQZTL-UHFFFAOYSA-N,CC(C)c1ccc(COCC(N)=[N+](C)C)cc1.[Cl-],-2.17257886,1.0
AUJXJFHANFIVKH-GQCTYLIASA-N,COC(=O)C=Cc1ccc(O)c(OC)c1,-2.172379806,1.0
ANZGQGAJGAEASQ-UHFFFAOYSA-L,C[N+]1(CCCl)CC[N+](C)(CCCl)CC1.[Cl-].[Cl-],-2.170011327,1.0
CZTQZXZIADLWOZ-CRAIPNDOSA-N,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12,-2.167841325,1.0
KRGNLCAXPGOHQH-FNORWQNLSA-N,COC(=O)C(C#N)=Cc1ccco1,-2.167736733,1.0
VMGTVVBGSTUZRH-UNGNXWFZSA-N,CCCCCCCCOCN1C=CN(C)C1=C[NH+]=O.[Cl-],-2.167501752,1.0
RCQXSQPPHJPGOF-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,-2.16698806,1.0
DLCYDUCHUVPZDO-UHFFFAOYSA-M,CC(=CC=CN1CCCCCC1)C=[N+]1CCCCCC1.[Cl-],-2.16629883,1.0
DMWQAGFXWKNDBE-UHFFFAOYSA-N,C=C(C)Cn1c(=O)c2c(ncn2C)n(C)c1=O,-2.165576302,1.0
OKPXKOTXEVLWNV-UHFFFAOYSA-N,COc1ccc(-n2c(C)c(N(C)C)c(=O)n(C)c2=O)cc1,-2.164735767,1.0
SBMSBQOMJGZBRY-UHFFFAOYSA-N,CCC(=O)c1ccc(OC)c(OC)c1,-2.164464669,1.0
JTRXPPVLPJRQIF-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCCOc1ccc(Cl)cn1,-2.164455682,1.0
LFVZHCDOKIVWBQ-RRAJOLSVSA-N,CC[NH+](CC)CC(=O)NN=Cc1ccc([N+](=O)[O-])o1.[Cl-],-2.163770336,1.0
ZRGVQCBYFKYZQU-UHFFFAOYSA-N,CC[NH+]1CCCC1c1c[nH]c2ccccc12.[Cl-],-2.163747133,1.0
ZRWNRAJCPNLYAK-UHFFFAOYSA-N,NC(=O)c1ccc(Br)cc1,-2.163435453,1.0
DSXNAAVBZUNNJI-UHFFFAOYSA-N,NC1=NCC(CSc2ccccc2)O1,-2.163309467,1.0
OXMIHLGHUYDMCT-UHFFFAOYSA-N,NC(=O)N1Cc2ccc(Cl)cc2CO1,-2.163277811,1.0
WWROGCAUSKGAMX-UHFFFAOYSA-N,CCOc1ccc(NC(=O)CC(C)=O)cc1,-2.163051469,1.0
SEKQJFKGECWXEL-UHFFFAOYSA-N,COc1ccc2nc(OCCNCCSS(=O)(=O)O)cc(C)c2c1,-2.162832689,1.0
VHYCDWMUTMEGQY-UHFFFAOYSA-N,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-2.162234936,1.0
TVZGACDUOSZQKY-UHFFFAOYSA-N,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,-2.161851466,1.0
OHSUFLCLEIOGIC-UNPWXMBTSA-N,CN1CCC23CCCCC2C1Cc1ccc(O)c(O)c13.Cl,-2.160715315,1.0
ILDYYABRUBWZPB-UHFFFAOYSA-N,C1=NN=c2ccccc2=1,-2.1600001,1.0
GKEGFOKQMZHVOW-UHFFFAOYSA-M,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2.[Br-],-2.158722244,1.0
GQWNECFJGBQMBO-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,-2.156863021,1.0
YGULWPYYGQCFMP-UHFFFAOYSA-N,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O,-2.156151056,1.0
QVDSEJDULKLHCG-UHFFFAOYSA-N,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,-2.155943033,1.0
NJBFOOCLYDNZJN-UHFFFAOYSA-N,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,-2.154798482,1.0
DTYGEAKGUGEGKX-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(-c2nc3ccccn3c2CC(N)=O)cc1,-2.154077321,1.0
SZCZSKMCTGEJKI-VOTSOKGWSA-N,COc1ccc(C=CNC=O)cc1,-2.150866741,1.0
PONPPNYZKHNPKZ-RYBWXQSLSA-N,COC1C(O)C(C)OC(OC2C(Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)OC(C)C(O)C2O)C1O,-2.147427579,1.0
OGYDFHUEGLLFKA-UHFFFAOYSA-N,COCCn1c(=O)c2c(ncn2C)n(C)c1=O,-2.146578501,1.0
OKAGOUJJSDPCCX-YKFNWNKUSA-N,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12.CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12.O=S(=O)(O)O,-2.146021494,1.0
FXHBIVKHYQDNOX-UHFFFAOYSA-N,C=CCC1(CC=C)C(=O)NC(=O)N(C)C1=O,-2.145706148,1.0
CWGDEZCIDYRJGS-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1C1CCCN1C,-2.143525768,1.0
ONASFMNNONUTBN-UHFFFAOYSA-N,CN1CCCC1c1cn(C)c2ccccc12,-2.143525768,1.0
SMMNJQNEWMPPDF-UHFFFAOYSA-N,Cc1ccc2[nH]cc(C3CCCN3C)c2c1,-2.143525768,1.0
PALMSMPURBFZAO-UHFFFAOYSA-N,Cc1cccc2c(C3CCCN3C)c[nH]c12,-2.143525768,1.0
DSSRNNGLLCLIPR-QHGLUPRGSA-N,CC(N)C(=O)NC1CCc2ccccc2C1,-2.143154083,1.0
OBURDMXZDVFAKK-UHFFFAOYSA-N,Cn1c(=O)c2[nH]c(C3CCC3)nc2n(C)c1=O,-2.14180958,1.0
WVYXNIXAMZOZFK-UHFFFAOYSA-N,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,-2.141407461,1.0
PSCWWFOVTFSDGZ-UHFFFAOYSA-N,CCN(CC)CCc1nc(-c2ccccc2)no1.O=P(O)(O)O,-2.141247436,1.0
OXBBIHZWNDPBMQ-UHFFFAOYSA-N,OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,-2.14113993,1.0
FHYICTHJPUZKCU-UHFFFAOYSA-N,O=NN(CCCl)C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1,-2.141054381,1.0
CTLWQMICLDLMLR-UHFFFAOYSA-N,CN1C(c2c[nH]c3ccccc23)CCC1(C)C,-2.138472007,1.0
RASQWFNMYUIFFE-UHFFFAOYSA-N,O=NN(CCF)C(=O)NC1CCSCC1,-2.138075695,1.0
KDXZREBVGAGZHS-UHFFFAOYSA-M,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],-2.135699761,1.0
QAJQUUOBVOKLOD-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)cc1,-2.135674641,1.0
FPPVUXBASWMIBH-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1cccc(OC)c1OC.Cl,-2.134811637,1.0
AGCONKZAPKGEKI-UHFFFAOYSA-N,CCCOc1c(OC)cccc1C(=O)OCC[NH+](C)C.[Cl-],-2.134811637,1.0
YPKBVWZHVTZSPU-UHFFFAOYSA-N,CC(=O)NC(C)Cc1ccccc1,-2.134635516,1.0
YPSQTTRYMSZAGR-UHFFFAOYSA-N,CCCn1c(=O)cc(N)n(CC)c1=O,-2.13362261,1.0
NUEJYQRPPDNSDM-UHFFFAOYSA-N,CCCn1c(N)cc(=O)n(CC)c1=O,-2.13362261,1.0
XDGIQCFWQNHSMV-UHFFFAOYSA-N,O=P(O)(O)c1ccc(Br)cc1,-2.13169014,1.0
VUHULBJCIYOTTK-UHFFFAOYSA-N,CCC(=O)c1ccc(N=O)cc1,-2.129870886,1.0
IHJCNWSMNSEGEK-UHFFFAOYSA-N,CC(=O)Nc1nc(-c2ccccc2)co1,-2.129717813,1.0
HLRDXBKIKFQOFS-LREBCSMRSA-N,CNC(C)CCC=C(C)C.O=C(O)C(O)C(O)C(=O)O,-2.12794633,1.0
GULNIHOSWFYMRN-UHFFFAOYSA-N,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,-2.126527395,1.0
NUQJOBPPCCFWJG-UHFFFAOYSA-N,Cl.O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,-2.126281485,1.0
NNWSPTNNCFFSLD-UHFFFAOYSA-N,Cc1cccc(OCC(CO)(CO)CO)c1,-2.121634705,1.0
DIHMPACCSOVKNI-UHFFFAOYSA-N,Cc1ccccc1OCC(CO)(CO)CO,-2.121634705,1.0
KYBVWWVRKOYDNI-UHFFFAOYSA-N,Cc1ccc(OCC(CO)(CO)CO)cc1,-2.121634705,1.0
NAWXKCLMLISGEZ-UHFFFAOYSA-N,CC(C)N1C(=O)Cc2ccccc2S1(=O)=O,-2.12124416,1.0
GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2[nH]cnc12,-2.1199999,1.0
ZCUIZHJZCMBRPN-UHFFFAOYSA-N,NC1=C2N=CN=C2N=C=N1,-2.1199999,1.0
NOIIUHRQUVNIDD-UHFFFAOYSA-N,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,-2.118885738,1.0
KPHWPUGNDIVLNH-UHFFFAOYSA-M,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],-2.117891517,1.0
NEXDOZRNANHHKQ-SNAWJCMRSA-N,CC=CCn1c(=O)c2c(ncn2C)n(C)c1=O,-2.116843254,1.0
HUDJILALRMSBJY-UHFFFAOYSA-N,COc1cc(OCCCNCCSS(=O)(=O)O)nc2ccccc12,-2.114706621,1.0
QSACCXVHEVWNMX-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)O,-2.114028196,1.0
KIJMVZOSUXIDEI-UHFFFAOYSA-N,COc1cc(-n2nc(C)cc2OC)ncn1,-2.113966997,1.0
LHIALLMPKJMSIQ-NSCUHMNNSA-N,Cn1c([N+](=O)[O-])cnc1C=Cc1ccnc(N)n1,-2.112358848,1.0
FIWNTYXJJOOZFV-UHFFFAOYSA-N,C=CCOc1ccccc1C(=O)N(C)C,-2.110900853,1.0
NUUIWQTXXMNXON-UHFFFAOYSA-N,CC(O)(CO)COc1ccccc1Cl,-2.110471462,1.0
RJMZBTNNGWVNEW-UHFFFAOYSA-N,CC(O)(CO)COc1ccc(Cl)cc1,-2.110471462,1.0
NVTHWSJNXVDIKR-UHFFFAOYSA-N,COc1cc(C#N)cc(OC)c1,-2.108852535,1.0
LODDFDHPSIYCTK-UHFFFAOYSA-N,Cc1cc(C)c(CO)c(C)c1,-2.108544758,1.0
MLDZAGGFWSAWHF-UHFFFAOYSA-N,CCC(=O)c1cc(OC)ccc1O,-2.106542904,1.0
VCPXRQXUZJVACG-OGHNNQOOSA-N,CN1CCC23CCCCC2C1Cc1ccc(O)c(O)c13,-2.106346627,1.0
OSZNNLWOYWAHSS-UHFFFAOYSA-M,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],-2.105948081,1.0
JXFPTJYKYKVENJ-UHFFFAOYSA-M,CCOC(=O)C[S+](C)C.[Br-],-2.104813241,1.0
QFCYIUYCKQKVBN-UHFFFAOYSA-N,CN1C2CCC1CN(C(=O)C(C)(CO)c1ccccc1)C2,-2.103955831,1.0
WCRYUUHBSXHYJA-UHFFFAOYSA-N,Cl.SCCNCCOc1ccc(Br)cn1,-2.103731723,1.0
ICQHDCCMMOFHOP-UHFFFAOYSA-N,COc1ccc(OC)c(CC(C)N(C)C)c1.Cl,-2.102841804,1.0
MXAZVIZJOJQEGQ-UHFFFAOYSA-L,C(=CC=[N+]1CCCCCC1)C=CN1CCCCCC1.C(=CC=[N+]1CCCCCC1)C=CN1CCCCCC1.O.O.O=C(O)c1cc2ccccc2c(Cc2c([O-])c(C(=O)O)cc3ccccc23)c1[O-],-2.102810156,1.0
LDMWSLGGVTVJPG-UHFFFAOYSA-N,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,-2.101872276,1.0
FYSBYQYDBNHFED-UHFFFAOYSA-N,CC1CC(c2c[nH]c3ccccc23)[NH+](C)C1.[Cl-],-2.100422504,1.0
QZFKJZKPGLLKMJ-UHFFFAOYSA-N,CC1CC[NH+](C)C1c1c[nH]c2ccccc12.[Cl-],-2.100422504,1.0
DILZDMWFWNCRNK-UHFFFAOYSA-N,CCc1ccc(COCC(O)CO)cc1,-2.100067019,1.0
WNFZOYNOAJBUIG-FNORWQNLSA-N,CCOc1ccc(C=CC(=O)NO)cc1OC,-2.09875357,1.0
DPZNOMCNRMUKPS-UHFFFAOYSA-N,COc1cccc(OC)c1,-2.097038907,1.0
JFLIEFSWGNOPJJ-JTQLQIEISA-N,NC(=O)CCC(NC(=O)Cc1ccccc1)C(=O)O,-2.095730097,1.0
IRKXPJJKXBMOMW-VKAVYKQESA-N,N=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,-2.095174656,1.0
VGKIABSFHFOUBK-UHFFFAOYSA-N,CCCCN1CCC(OC(=O)CC)(c2ccco2)CC1.Cl,-2.094630678,1.0
YKYVPFIBWVQZCE-UHFFFAOYSA-N,O=C(O)CCCOc1ccccc1,-2.094394015,1.0
RCAKSFBHTACZEL-GDNBJRDFSA-N,COc1cc2c(c(OC)c1OC)CC(=NO)CCC2,-2.093338193,1.0
AAPPQBJWIDZNGZ-MDZDMXLPSA-N,O=C1C=CC=CC1=CNc1ccccc1O,-2.090814404,1.0
UTVALPBGSAUYNR-UHFFFAOYSA-N,O=[NH+]C=C1C=CN(CCCN2C=CC(=C[NH+]=O)C=C2)C=C1.[Cl-].[Cl-],-2.090555992,1.0
GHSCYMOJHVOGDJ-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(N)cc1O,-2.090187488,1.0
ZACYCASOUWSTFF-UHFFFAOYSA-N,O=C1Oc2ccccc2C1(CC[NH+]1CCOCC1)c1ccccc1.[Cl-],-2.087774189,1.0
NRHMKIHPTBHXPF-TUJRSCDTSA-M,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C.[Na+],-2.087492026,1.0
QTNVPWDRZGZZMZ-UHFFFAOYSA-N,CC(=O)c1ccccc1NCC#N,-2.086631657,1.0
WBDWTNWLWBQFJU-UHFFFAOYSA-N,COc1ccc(-c2nc(N)nc(N)n2)cc1,-2.086503778,1.0
MAYPTSUDLAWBGU-UHFFFAOYSA-N,O=C(Nc1ncnc2nc[nH]c12)c1ccc([N+](=O)[O-])cc1,-2.086321619,1.0
QQQYQWNSMUHSCK-UHFFFAOYSA-N,COc1cc2oc(=O)[nH]c2cc1Cl,-2.08529493,1.0
AUZQQIPZESHNMG-UHFFFAOYSA-N,COc1cccc(C(=O)O)c1O,-2.0848695,1.0
WFKPHYKFAOXUTI-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(N)=O,-2.084455627,1.0
LENKRHVWHTZTKI-UHFFFAOYSA-N,CCCC(CCC)C(C)[NH3+].[Cl-],-2.084363667,1.0
