,InChIKey,SMILES,LogS
4051,GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,-3.3
4052,YPNZTHVEMNUDND-UHFFFAOYSA-N,CCCCCCCCOC(=O)N,-3.3
4053,JFSPBVWPKOEZCB-UHFFFAOYSA-N,O=C(c1ccoc1C)Nc1ccccc1,-3.3
4054,YPTFHLJNWSJXKG-UHFFFAOYSA-N,CCOc1cc(OCC)c(cc1C(=O)CCC(=O)O)OCC,-3.299557554
4055,QITBNSBMBQCBAD-UHFFFAOYSA-M,CC1CCC(N1C)CC[N+]1(C)CCCC1C.[I-].I,-3.299420497
4056,NFBAXHOPROOJAW-UHFFFAOYSA-N,O=C1C(c2ccccc2)C(=O)c2c1cccc2,-3.298386287
4057,CZWHCHAGVJACTE-UHFFFAOYSA-N,CCCCc1cccc(c1)OCC(CO)O,-3.29775083
4058,OAKWIWZBECYOJE-UHFFFAOYSA-N,CCCCc1ccc(cc1)OCC(CO)O,-3.29775083
4059,VNYXTZQJJLBMQI-UHFFFAOYSA-N,CCN1CCN=C1Nc1ncc(s1)[N+](=O)[O-],-3.297567949
4060,LPJNJBLMADVVOB-RMKNXTFCSA-N,CCCCOc1ccc(cc1)/C=C/C(=O)NO,-3.296043588
4061,JPYQFYIEOUVJDU-UHFFFAOYSA-N,ClCCC(=O)NCc1ccccc1,-3.295923185
4062,IJWNKPCTJRPNLS-UHFFFAOYSA-N,O=C(Nc1ccc(cc1)I)NC=CP(=O)(N1CC1)N1CC1,-3.295022194
4063,NHXXLEBCTOQKJS-UHFFFAOYSA-N,O=C(NC(=O)c1ccccc1)NNC(=O)c1ccccc1,-3.293864138
4064,XCWKEQWYRJVKOK-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)C1(OC1Cl)C(=O)N,-3.292161581
4065,GCOXVMRWVAFFEE-UHFFFAOYSA-N,CCC(C1(CC=C)C(=O)NC(=S)NC1=O)C,-3.290886611
4066,RMAAHPVCLURWMW-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)N(c1ccccc1)C)CN1CCOCC1,-3.290615005
4067,AGMMTXLNIQSRCG-SECBINFHSA-N,CC[C@H]1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl,-3.29
4068,FWZMBTIUIQUJFF-UHFFFAOYSA-N,CCC(C1(CC(=C)Br)C(=O)NC(=O)NC1=O)C,-3.28965659
4069,ODGVWYWNVOTPQG-UHFFFAOYSA-M,CCC1CCC(C21C(=O)[N-]C(=S)NC2=O)C.[Na+],-3.288469506
4070,FNWNGQGTFICQJU-UHFFFAOYSA-N,CC(c1ccc(c(c1O)C(=O)O)C)C,-3.28831631
4071,STLWFARPOWOHSM-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCCN1CCOCC1)C(C)C,-3.286960742
4072,ITJWERYFHMJKKT-UHFFFAOYSA-N,Cc1cc(OCCCN2CSCC2)nc2c1cccc2.Cl.Cl,-3.286056417
4073,AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1NC(=O)c2c(N1)cc(c(c2)S(=O)(=O)N)Cl,-3.285908218
4074,FHHPUSMSKHSNKW-SMOYURAASA-M,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)C.[Na+],-3.285151041
4075,WCORBEUIUCKPIG-UHFFFAOYSA-N,CN(CCC(c1cccc2c1cccc2)(C(=O)N)CCN(C)C)C,-3.284725224
4076,XEDWWPGWIXPVRQ-UHFFFAOYSA-N,O=C(c1ccc(c(c1O)O)O)c1cc(O)c(c(c1)O)O,-3.284514255
4077,ACFSLNOJYWCHEO-UHFFFAOYSA-N,OCCN1CCN(CC1)CC(COc1c(ccc(c1C(=O)OC)C)C(C)C)O,-3.284306346
4078,NWXMGUDVXFXRIG-WESIUVDSSA-N,CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,-3.284013193
4079,KVOJTUXGYQVLAJ-UHFFFAOYSA-N,O=c1cc(C)c2c(o1)cc(c(c2)O)O,-3.28368559
4080,XIHHEYPANRXLFS-UHFFFAOYSA-N,OCC(COc1cc(C)ccc1C(C)C)O,-3.282643412
4081,MOTVHOCKVVIRIG-UHFFFAOYSA-N,OCC(COc1cc(ccc1C)C(C)C)O,-3.282643412
4082,ZFSPFXJSEHCTTR-UHFFFAOYSA-N,OC(c1ccccc1)(C1CCCCC1)CCN1CCCC1.Cl,-3.282530947
4083,BQJCRHHNABKAKU-KBQPJGBKSA-N,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,-3.282180939
4084,HASNHXSBVHIGQX-UHFFFAOYSA-M,CNC(=O)c1c(cccc1c1ccccc1)OCC(=O)[O-].[Na+],-3.280709846
4085,BQJCRHHNABKAKU-AROOSSJZSA-N,O[C@H]1C=C[C@H]2[C@]34[C@@H]1Oc1c4c(C[C@@H]2N(CC3)C)ccc1O,-3.28
4086,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CNC(=O)Oc1cccc2c1cccc2,-3.28
4087,VLYWMPOKSSWJAL-UHFFFAOYSA-N,COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,-3.28
4088,KVNYFPKFSJIPBJ-UHFFFAOYSA-N,CCc1ccccc1CC,-3.28
4089,FFISWZPYNKWIRR-UHFFFAOYSA-N,[O-][n+]1c2ccccc2nc2c1cccc2,-3.2798817
4090,FTJDCBUTDLGPDM-UHFFFAOYSA-N,c1ccc(cc1)N1CCN(CC1)Cc1ccc2c(n1)cccc2.Cl.Cl,-3.278897892
4091,KLPVACBCXCZPDM-UHFFFAOYSA-N,CC(C1(OC(=O)C)C(=O)NC(=O)NC1=O)c1ccccc1,-3.278118188
4092,SNJDSTGQYRTZJT-UHFFFAOYSA-N,CC(c1ccc(cc1)Cl)(CC(O)(C)C)O,-3.277949239
4093,ONLCMWSDRRGYML-UHFFFAOYSA-N,CCCCNC(=O)OCC(CCC)(CO)C,-3.277883391
4094,NLQAPNFYYXMZEG-UHFFFAOYSA-N,CCCCC(COC(=O)NCC)(CO)CC,-3.277883391
4095,AOHWZLNRXYUCPR-UHFFFAOYSA-N,CC(OC(=O)c1ccccc1)CN1CCCCC1C,-3.277368327
4096,JDPIYUBQEKGSRE-UHFFFAOYSA-N,SC/C(=N\CCCC12CC3CC(C2)CC(C1)C3)/N.Cl,-3.27718646
4097,IRGXGIZCHCTASM-UHFFFAOYSA-N,Ic1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-3.27673239
4098,YDSIWJMQLZGKPN-UHFFFAOYSA-N,CCOC(=O)N1CSc2c1cccc2,-3.275369468
4099,WDFKMLRRRCGAKS-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1O)nccc2,-3.272838983
4100,IHBSVVZENGBQDY-BBWFWOEESA-N,CN1CC[C@@]23[C@H]([C@H]1Cc1c3cccc1)CCCC2,-3.272107992
4101,TZTWZRVTCGXBEZ-UHFFFAOYSA-N,Oc1cccc(c1)C(C1CCCCN1C)c1ccccc1.Cl,-3.271782845
4102,NWSILLQQTSAKHH-UHFFFAOYSA-N,OC(COc1ccc2c(c1)CCCC2)COC(=O)N,-3.271463622
4103,KTUFKADDDORSSI-UHFFFAOYSA-N,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O.Cl,-3.270550753
4104,QELUYTUMUWHWMC-UHFFFAOYSA-N,O=C1CC(=NN1c1ccccc1)C,-3.270429853
4105,CTMHWPIWNRWQEG-UHFFFAOYSA-N,CC1=CCCCC1,-3.27
4106,RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(c1ccccc1)C,-3.27
4107,OCJBOOLMMGQPQU-UHFFFAOYSA-N,Clc1ccc(cc1)Cl,-3.27
4108,KVBWBCRPWVKFQT-UHFFFAOYSA-N,Ic1cccc(c1)C(=O)O,-3.27
4109,LGYTZKPVOAIUKX-UHFFFAOYSA-N,CC(=O)CCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,-3.27
4110,UYXHCVFXDBNRQW-UHFFFAOYSA-N,CCCCCNCCOC(=O)c1ccc(cc1)N,-3.27
4111,SARMGXPVOFNNNG-UHFFFAOYSA-N,CC(/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)C.Cl,-3.269560822
4112,LVQRQSCTKFPBSE-UHFFFAOYSA-N,C[NH2+]CC=C(c1cccc(c1)F)c1cccc(c1)F.[Cl-],-3.269539376
4113,PCUCDCGDXBQWEX-UHFFFAOYSA-N,O=C(C(c1ccccc1)(c1ccccc1)O)OC1CN2CCC1CC2.Cl,-3.269532703
4114,ROSJKFFLIXTTAW-UHFFFAOYSA-N,ClCCN(c1ccccc1)CCCl,-3.268659613
4115,HMXQSWAWRXDIOX-UHFFFAOYSA-N,OCC(c1ccc(cc1)Br)C(=O)OC1CC2CCC(C1)N2C,-3.267314445
4116,MGYMHQJELJYRQS-UHFFFAOYSA-N,CC(C12CCC(OO1)(C=C2)C)C,-3.267068456
4117,VCWIQHZDDCAWHO-UHFFFAOYSA-N,CN(CCC12CC3CC(C2)CC(C1)C3)C.Cl,-3.266493615
4118,WVRIPRILKKOIQL-BQYQJAHWSA-N,C/C(=C\C(=O)O)/C1CCCCC1,-3.26592407
4119,DDBLLZWYBUXMDY-UHFFFAOYSA-N,ClCC(=O)Nc1nc2c(o1)ccc(c2)Cl,-3.265419034
4120,SEQDDYPDSLOBDC-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NC(C(=O)N2C)O)c1ccccc1,-3.26361513
4121,LKZWCRGTHNZTQN-UHFFFAOYSA-N,c1ccc(cc1)c1nnc(s1)c1ccccc1,-3.26319527
4122,UAYKDHALAVBVGN-UHFFFAOYSA-N,CCCN(CCC)CCOCCCOC(=O)c1ccc(cc1)N,-3.26294838
4123,XOVPZXXZORJJCG-UHFFFAOYSA-N,CCc1ccc(nc1)c1nc2c([nH]1)cccc2,-3.262488067
4124,WJDDCFNFNAHLAF-UHFFFAOYSA-N,O=C(c1ccc[nH]c1=O)Nc1c(C)cccc1C,-3.262098102
4125,VHVOLFRBFDOUSH-IHWYPQMZSA-N,C/C=C\c1ccc2c(c1)OCO2,-3.262095099
4126,PFENFDGYVLAFBR-UHFFFAOYSA-N,CCOC(=O)c1c(N)sc2c1CCN(C2)Cc1ccccc1,-3.261464005
4127,BROSADJFIKBHRF-UHFFFAOYSA-N,CCC(C(c1ccccc1)(C(=O)N)CCN(C)C)C,-3.260596373
4128,DTSSCQVCVYZGSI-UHFFFAOYSA-N,COC(=O)c1cc(Cl)cc(c1Cl)N,-3.26
4129,XCSGPAVHZFQHGE-UHFFFAOYSA-N,COCN(c1c(CC)cccc1CC)C(=O)CCl,-3.26
4130,VKYWCHMXHQTCJQ-UHFFFAOYSA-N,CCCCCOC(=O)c1ccc(cc1)N,-3.26
4131,VTJMSIIXXKNIDJ-UHFFFAOYSA-N,CC(C(c1ccc(cc1)Cl)C(=O)O)C,-3.259526496
4132,SZXRJFXCKOFLMP-UHFFFAOYSA-M,Cn1c(=O)n(C)c2c(c1=O)[nH]cn2.COC(CNC(=O)NC(=O)CCC(=O)[O-])C[Hg].[Na+].O,-3.259142496
4133,MHPYROYXMZWPNN-UHFFFAOYSA-N,CCC(c1ccc(cc1)CC(=O)NO)(C)C,-3.258621583
4134,RXPVDFOFHSWFKA-UHFFFAOYSA-N,O=C(C(Cl)Cl)Nc1ccccc1C(=O)C,-3.258508842
4135,UKVLTPAGJIYSGN-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)C(Cn1cncc1)O,-3.257837397
4136,RRLUFPHCTSFKNR-DUXPYHPUSA-N,OC(=O)/C=C/c1ccc(c(c1)Cl)Cl,-3.25736854
4137,OIPVGRCXMFBNAN-SNAWJCMRSA-N,OC(=O)/C=C/c1c(Cl)cccc1Cl,-3.25736854
4138,MEEKGULDSDXFCN-UHFFFAOYSA-N,CCCCCc1ccccc1O,-3.256458698
4139,VMIYHDSEFNYJSL-UHFFFAOYSA-N,O=C1CN=C(c2c(N1)ccc(c2)Br)c1ccccn1,-3.25637006
4140,FLAYZKKEOIAALB-UHFFFAOYSA-N,BrCC(=O)c1ccc(cc1)Cl,-3.252988834
4141,NBBYUWQRZGTKFI-UHFFFAOYSA-N,CN(CC=C(c1cccc(c1)F)c1ccccc1)C.Cl,-3.252888768
4142,HHVAAYJHSMKDFD-UHFFFAOYSA-N,CN(CC=C(c1ccccc1)c1ccc(cc1)F)C.Cl,-3.252888768
4143,SIULLDWIXYYVCU-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)I,-3.25
4144,DDUHZTYCFQRHIY-RBHXEPJQSA-N,COC1=CC(=O)C[C@H]([C@@]21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C	,-3.25
4145,SJORMDVXATZFFN-UHFFFAOYSA-N,OC(=O)C(=O)[O-].CCC1Oc2ccc(cc2N(C1=O)CC([NH+](C)C)C)Cl,-3.249062543
4146,WNDFVBQJYJRMQO-AFEZEDKISA-N,CC1N(C)C(=N)SC1c1ccccc1.SC#N,-3.247798221
4147,AZGDDQNRNNQAFK-UHFFFAOYSA-N,CC[NH+](CCN1C(=O)C(C)Oc2c1cc(Cl)cc2)CC.[Cl-],-3.24631225
4148,FYANTOKNZNJBQX-UHFFFAOYSA-N,CC(C(c1ccccc1)c1ccccc1)CN(C)C.Cl,-3.244684835
4149,GPTXWRGISTZRIO-UHFFFAOYSA-N,Cc1ccc2c(n1)c(O)c(cc2Cl)Cl,-3.244462839
4150,ZZRIQDWDJVLELF-UHFFFAOYSA-N,O=C1CNC(=S)N1c1ccccc1,-3.242442013
4151,VCFUJWHEYRPYSG-UHFFFAOYSA-N,CNCC=C(c1ccccc1C)c1ccccc1.Cl,-3.24154012
4152,RGFVICVNWNMBQG-UHFFFAOYSA-N,FCCCCI,-3.240917029
4153,WSSSPWUEQFSQQG-UHFFFAOYSA-N,C=CCC(C)C,-3.24
4154,SDYWXFYBZPNOFX-UHFFFAOYSA-N,Nc1ccc(c(c1)Cl)Cl,-3.24
4155,OKIBNKKYNPBDRS-UHFFFAOYSA-N,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(cc1C)C,-3.24
4156,BCQMBFHBDZVHKU-UHFFFAOYSA-N,CCNc1nc(OC)nc(n1)NC(C)(C)C,-3.24
4157,OMFXVFTZEKFJBZ-IIJALIKYSA-N,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.24
4158,FQXXSQDCDRQNQE-VMDGZTHMSA-N,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2c1cccc2	,-3.24
4159,NXFQHRVNIOXGAQ-OQFOIZHKSA-N,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]	,-3.24
4160,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C	,-3.24
4161,REEUQZUMFVRILK-UHFFFAOYSA-N,Cc1n(C2CCCC2)c(=O)n(c(=O)c1Br)C,-3.238011335
4162,UEKGKTSCDCCRKX-UHFFFAOYSA-N,Cc1n(C)c(=O)n(c(=O)c1Br)C1CCCC1,-3.238011335
4163,VLKWQQFBFMQSNA-UHFFFAOYSA-N,CCNc1nc(NCC)nc(n1)C(F)(F)F,-3.237924259
4164,SYCBXBCPLUFJID-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCCCN1CCOCC1.Cl,-3.237302857
4165,ICYRROBWADKOAL-UHFFFAOYSA-N,NC(=O)C(c1cccc2c1cccc2)(CCN1CCOCC1)CCN1CCOCC1,-3.236020473
4166,DYLNCLOFQCXHPR-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CC)c1ccccn1.Cl.Cl,-3.236010436
4167,XBKPDHARMKAQQU-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)CC)c1cccnc1.Cl.Cl,-3.236010436
4168,WZRLTEAJABPZBF-UHFFFAOYSA-N,CCC(C(c1ccccc1)(C(=O)N)CCN1CCOCC1)C,-3.235519873
4169,QYOYUQUNULCUIG-UHFFFAOYSA-N,COc1ccccc1C(=CCN(C)C)c1ccccc1.Cl,-3.234657373
4170,NZAVDKRFUVOTLS-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(C2)CC1CCCC1,-3.234257186
4171,YIWXBCXYQCEEPG-UHFFFAOYSA-N,CC(=O)NC(c1ccccc1)(c1ccccc1)CC([N+](C)(C)C)C.[I-],-3.233899469
4172,AHBRRAXTNYHHPH-UHFFFAOYSA-N,OCC(COc1cccc2c1CCCC2)O,-3.232964851
4173,RQKDNQXTAVOGPU-UHFFFAOYSA-N,OCC(COc1ccc2c(c1)CCCC2)O,-3.232964851
4174,SQVXWIUVAILQRH-UHFFFAOYSA-N,COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)O,-3.232669235
4175,VLRAHRUEAVCNNS-UHFFFAOYSA-N,O1CCN(CC1)CCC12CC3CC(C2)CC(C1)C3.Cl,-3.230838015
4176,WGPVGSNGYPUHBZ-PDGQHHTCSA-N,O=C1OCCN1/N=C\c1c(nc2n(c1=O)CCCC2)N1CCCCC1,-3.230830093
4177,HFPQJHKCHYRJOJ-UHFFFAOYSA-N,CCOC(=O)c1c(C)ccc(c1OCC(CNCC#C)O)C(C)C,-3.230746009
4178,LIKMAJRDDDTEIG-UHFFFAOYSA-N,CCCCC=C,-3.23
4179,IOQOLGUXWSBWHR-UHFFFAOYSA-N,Cc1ccc(cc1)N1N=C(CC1=O)C,-3.229365863
4180,GAUKOIAUVRRGOI-UHFFFAOYSA-N,O=C(c1ccccc1)NCCN1CCN2C(C1)Cc1c(C2)[nH]c2c1cccc2,-3.228456504
4181,JWCSIUVGFCSJCK-CAVRMKNVSA-N,CO[C@@]1(NC(=O)C(c2ccc(cc2)O)C(=O)O)C(=O)N2[C@@H]1OCC(=C2C(=O)O)CSc1nnnn1C,-3.227706523
4182,NSDGEQWRYXOZLN-UHFFFAOYSA-N,O=C1C=CC=CC1=c1sc2c([nH]1)cccc2,-3.227195555
4183,IHDMJEPWSOHAAL-UHFFFAOYSA-N,CN(CCOC(=O)C(c1ccccc1)c1ccccc1)C.Cl,-3.226164253
4184,VSJKWCGYPAHWDS-FQEVSTJZSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1c3nc4ccccc4cc3Cn1c2=O,-3.226055443
4185,PJMPHNIQZUBGLI-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-3.225927969
4186,WOSKONTXASGCAJ-UHFFFAOYSA-M,S=C1[N-]C(=O)C2(C(=O)N1)C(C)CC(C2C)C.[Na+],-3.225678676
4187,ITVNCWVUKPYKMU-UHFFFAOYSA-N,N/C(=N\CCC1CCCCC1)/CSS(=O)(=O)O,-3.225063087
4188,SCKFQSRDBBHBAR-UHFFFAOYSA-N,N/C(=N\CC1CCCCCC1)/CSS(=O)(=O)O,-3.225063087
4189,RRXBGHRARYBGOA-UHFFFAOYSA-N,N/C(=N\C1CCCCCCC1)/CSS(=O)(=O)O,-3.225063087
4190,UCBSMOSFCAQPAI-UHFFFAOYSA-N,Clc1ccc2c(c1)n(c1ccccc1)c(=O)[nH]2,-3.224242048
4191,LDHFPUHSSYUQAA-MDZDMXLPSA-N,OC(/C=C/c1ccccc1)CCN1CCN(CC1)c1ccccn1,-3.221991998
4192,DZUOQMBJJSBONO-CQSZACIVSA-N,COc1ccc2c(c1O)c1cccc3c1[C@@H](C2)N(C)CC3,-3.221882211
4193,CVOGMKGEVNGRSK-OWOJBTEDSA-N,I/C=C/I,-3.22
4194,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,O=C1NCCN1c1ncc(s1)[N+](=O)[O-],-3.22
4195,PYHXGXCGESYPCW-UHFFFAOYSA-N,OC(=O)C(c1ccccc1)c1ccccc1,-3.22
4196,SPSSULHKWOKEEL-UHFFFAOYSA-N,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])C,-3.22
4197,JTTAUPUMOLRVRA-UHFFFAOYSA-N,CN(CCCN1c2ccccc2Sc2c1nccc2)C,-3.218678564
4198,OYPPVKRFBIWMSX-SXGWCWSVSA-N,CN(C/C=C(\c1cccnc1)/c1ccc(cc1)Br)C,-3.218525662
4199,ROAKRDRZFFSRSF-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCNCCSS(=O)(=O)O,-3.21837268
4200,PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1,-3.217745597
4201,PWRPUAKXMQAFCJ-UHFFFAOYSA-N,CN1CCN(CC1)C1=Nc2ccccc2Cc2c1cccc2,-3.215532966
4202,PWDPVPDCURNLMO-UHFFFAOYSA-N,O=C(N(C)C)OCCCc1ccccc1,-3.215139362
4203,WBEZOZLFWDHDKW-UHFFFAOYSA-N,CCCC(COC(=O)NCC(C)C)(CO)C,-3.215024109
4204,NOSZWUJZUTZABS-UHFFFAOYSA-N,NC(=O)C(c1ccccc1)(CCN1CCCCC1)C,-3.214212183
4205,JKBZITVKMZPLJW-UHFFFAOYSA-N,CN(CCc1ccc(c(c1)OC1CCCCC1)O)C,-3.213758583
4206,ZPOGTLCICRJACI-UHFFFAOYSA-N,C=CCc1cc(C)ccc1OCC(CO)O,-3.213369295
4207,PDQZSLQGPNGYIF-UHFFFAOYSA-N,C=CCc1cccc(c1OCC(CO)O)C,-3.213369295
4208,AQDHMDFRPGSAQA-UHFFFAOYSA-N,CCC(=O)N1C2CCC1CN(C2)CC#Cc1ccccc1,-3.212798581
4209,NSFWQVLIKNSZQT-UHFFFAOYSA-N,OCC(c1ccccc1)(c1ccccc1)COC(=O)NC,-3.212329159
4210,SSOLNOMRVKKSON-UHFFFAOYSA-N,CC(/N=C(/N=C(/Nc1ccc(cc1)Cl)\N)\N)C,-3.211811196
4211,BIPNRIQANSKZIV-UHFFFAOYSA-N,Cn1c(C)c(N2CCCC2)c(=O)n(c1=O)c1ccccc1,-3.211343691
4212,IRUFVVPEZOAVPC-UHFFFAOYSA-N,CCNC(=O)c1cc(Cl)cc(c1O)C,-3.211129891
4213,JRGGUPZKKTVKOV-UHFFFAOYSA-N,Clc1cccc(c1)Br,-3.21
4214,HYFLWBNQFMXCPA-UHFFFAOYSA-N,CCc1ccccc1C,-3.21
4215,OIGNJSKKLXVSLS-MKIDGPAKSA-N,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,-3.21
4216,NCXMLFZGDNKEPB-CBXWSWNKSA-N,C[C@H]1C/C=C\C=C/C=C/C=C/[C@H](O[C@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@H]2O[C@](C[C@H](C[C@H]3[C@H](/C=C\C(=O)O1)O3)O)(O)C[C@H]([C@@H]2C(=O)O)O,-3.21
4217,NCXMLFZGDNKEPB-MJXHKMJHSA-N,C[C@H]1C/C=C\C=C\C=C/C=C/[C@H](O[C@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@H]2O[C@](C[C@H](C[C@H]3[C@H](/C=C/C(=O)O1)O3)O)(O)C[C@H]([C@@H]2C(=O)O)O,-3.21
4218,SNKLPZOJLXDZCW-UHFFFAOYSA-N,Oc1ccc(cc1C)C(C)(C)C,-3.209890645
4219,VKIHKZMKDNVEIK-PKLMIRHRSA-N,C[NH+]([C@@H](c1ccccc1)Cc1ccccc1)C.[Cl-],-3.208443015
4220,YVWGMAFXEJHFRO-UHFFFAOYSA-N,BrCC(C(F)F)(F)F,-3.207508077
4221,BLVSIGRJPXXNPD-UHFFFAOYSA-N,COP(=O)(Oc1ccc(cc1Cl)[N+](=O)[O-])OC,-3.206819691
4222,NMVPEQXCMGEDNH-TZVUEUGBSA-N,O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-].O.O.O.O.O,-3.205984915
4223,CXOXHMZGEKVPMT-UHFFFAOYSA-N,Clc1ccc2c(c1)N(C(=O)CC(=O)N2C)c1ccccc1,-3.203805288
4224,PRBORDFJHHAISJ-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NCCCC)C,-3.203299202
4225,JGSARLDLIJGVTE-MBNYWOFBSA-N,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,-3.201207559
4226,LQXHSCOPYJCOMD-UHFFFAOYSA-N,OS(=O)(=O)O.Nc1ncnc2c1[nH]cn2.Nc1ncnc2c1[nH]cn2,-3.200751466
4227,FYGHSUNMUKGBRK-UHFFFAOYSA-N,Cc1c(C)cccc1C,-3.2
4228,NTBYINQTYWZXLH-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(c(c1)Cl)Cl,-3.2
4229,UIYBGSIWFJRRAZ-UHFFFAOYSA-N,Clc1ccc2c(c1)c(C)cc(n2)OCCCNCCSS(=O)(=O)O,-3.197610657
4230,PEIGKKFXAGEKFV-UHFFFAOYSA-N,Clc1cccc2c1nc(OCCCNCCSS(=O)(=O)O)cc2C,-3.197610657
4231,BBIMHFSPNXQFAH-UHFFFAOYSA-N,CN(CCOC(c1ccccc1)(c1ccccc1)C)C,-3.197128236
4232,STMCRUBVLOKMKB-UHFFFAOYSA-N,CN1CCC(CC1)NCC1CCC(CC1)CNC1CCN(CC1)C,-3.196659036
4233,MMJRNJZURLUGLO-UHFFFAOYSA-N,CCCC(COC(=O)NCC(=C)C)(CO)C,-3.196089096
4234,SIZKTOWSJXBSSB-UHFFFAOYSA-N,CCCCCC(COC(=O)N)(COC(=O)N)CC,-3.19542282
4235,FLEXBPIGXXHGPR-UHFFFAOYSA-N,COc1cc(cc(c1C(=O)OC(C)C)OC)Cc1cnc(nc1N)N,-3.194580158
4236,GDOTWPAJJGIXFK-UHFFFAOYSA-N,OP(=O)(O)O.COc1ccc(cc1)CN(c1ccccn1)CCN(C)C,-3.194469044
4237,BDDYLBIKOCDHKY-UHFFFAOYSA-N,O1CCN(CC1)[NH2+]CCOC(c1ccccc1)c1ccccc1.[Cl-],-3.194360007
4238,YTRMTPPVNRALON-UHFFFAOYSA-N,OC(=O)c1cc(nc2c1cccc2)c1ccccc1,-3.192548289
4239,WFLSCFISQHLEED-UHFFFAOYSA-N,CC(C(c1ccccc1)(C#N)CC(N(C)C)C)C,-3.192169562
4240,XZUULFZXNSIACY-UHFFFAOYSA-N,CN(CCOCCOC(=O)C1(CCCC1)c1ccccc1)C,-3.190428403
4241,QBELEDRHMPMKHP-UHFFFAOYSA-N,Clc1ccccc1Br,-3.1900001
4242,ZBTMRBYMKUEVEU-UHFFFAOYSA-N,Cc1ccc(cc1)Br,-3.1900001
4243,NQDJXKOVJZTUJA-UHFFFAOYSA-N,Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,-3.1900001
4244,JZCHJJOTIZFWJJ-UHFFFAOYSA-N,CCCC(C(NC(=O)C)C)CCC,-3.188719954
4245,NASMVDMHYMZBIM-UHFFFAOYSA-N,FCCCCCCCl,-3.187310846
